id_cliente,nome_cliente,sobrenome_cliente,nome_completo_cliente,email_cliente,telefone_cliente,genero_cliente,cidade_cliente,estado_cliente,pais_cliente,origem_cliente,data_cadastro_cliente,idade_cliente,total_pedidos,receita_total_cliente,ticket_medio_cliente,total_itens_comprados,data_primeira_compra,data_ultima_compra,recencia_dias,pedidos_entregues,pedidos_cancelados,pedidos_reembolsados,total_tickets,tickets_abertos,tickets_fechados,tempo_medio_resolucao_horas,nota_media_atendimento,data_ultimo_ticket,total_avaliacoes,nota_media_produto,nps_medio_cliente,taxa_recomendacao_cliente,data_ultima_avaliacao,total_sessoes,total_eventos,tempo_medio_pagina_seg,data_ultimo_evento,eventos_compra,eventos_add_carrinho,eventos_pageview,faixa_valor_cliente,cliente_ativo_90d
4f213447-ec79-4aec-b9f2-0c7425185ddc,Renata,Xavier,Renata Xavier,renata.xavier@gmail.com,(89) 9427-9902,Feminino,Palmital,São Paulo,Brasil,Web,2020-09-04,48,3,3759.13,1253.0433333333333,7,2023-12-02,2024-11-08,552.0,0,0,0,0,0,0,,,,3,3.6666666666666665,8.666666666666666,0.66667,2025-01-06,6,6,368.0,2026-03-18 20:10:21,1,1,4,Alto Valor,False
30938c1e-2e10-42bc-ba08-e93c14740a3a,Breno,Miranda,Breno Miranda,breno321@hotmail.com,(84) 9054-2823,Masculino,Óbidos,Pará,Brasil,App,2019-08-24,43,9,34093.659999999996,3788.184444444444,30,2023-02-17,2025-08-05,282.0,0,0,1,1,0,0,90.0,2.0,2025-08-27 22:57:00,6,4.0,7.5,0.83333,2024-12-04,6,6,319.5,2026-03-18 00:07:12,0,0,6,Alto Valor,False
9b68b0ca-1675-406b-a063-b3d6eff64075,Valeria,Cardoso,Valeria Cardoso,valeria_cardoso@hotmail.com,(89) 3256-2871,Feminino,Macaé,Rio De Janeiro,Brasil,App,2021-12-07,24,5,20757.89,4151.5779999999995,14,2023-04-03,2025-06-12,336.0,0,0,1,0,0,0,,,,3,3.3333333333333335,6.333333333333333,0.66667,2025-02-03,6,6,390.8,2026-01-25 05:25:21,0,1,1,Alto Valor,False
cc2b453c-ca22-4f59-b2cc-904876d16c98,Tadeu,Figueiredo,Tadeu Figueiredo,tadeu.figueiredo@hotmail.com,(85) 1350-9570,Masculino,Guajará-mirim,Rondônia,Brasil,App,2023-03-18,44,6,10413.08,1735.5133333333333,24,2023-02-25,2025-06-28,320.0,0,0,0,0,0,0,,,,3,3.3333333333333335,7.333333333333333,0.66667,2025-06-22,6,6,246.16666666666666,2026-03-12 21:34:30,0,0,3,Alto Valor,False
95020c44-4f35-41c9-897e-a9a9f7d1fca4,Francisco,Juste,Francisco Juste,fjuste733@gmail.com,(15) 8457-4948,Masculino,Belo Horizonte,Minas Gerais,Brasil,Web,2018-03-31,40,8,8123.19,1353.865,18,2023-09-14,2026-01-27,107.0,0,0,1,0,0,0,,,,4,2.75,5.0,0.75000,2024-11-28,3,3,361.0,2025-09-07 22:44:07,0,0,2,Alto Valor,False
a30089e0-cd34-43b8-9857-41c935f0db06,Alan,Viana,Alan Viana,alan_viana@gmail.com,(89) 5044-4790,Masculino,Andradina,São Paulo,Brasil,App,2018-10-27,43,8,7544.99,1257.4983333333332,26,2023-05-16,2026-04-18,26.0,0,0,0,0,0,0,,,,6,3.0,6.833333333333333,0.50000,2026-04-27,18,18,541.8823529411765,2025-12-04 21:03:22,0,4,4,Alto Valor,True
6800155b-4358-47c2-9ccd-4ebbde72c960,Mariana,Klein,Mariana Klein,mklein353@yahoo.com,(91) 1290-3994,Feminino,Uberlândia,Minas Gerais,Brasil,App,2020-05-14,32,8,8202.17,1025.27125,21,2023-04-11,2025-12-13,152.0,0,0,0,0,0,0,,,,3,3.6666666666666665,8.0,0.66667,2026-01-15,10,10,221.375,2025-12-21 03:13:14,0,0,5,Alto Valor,False
070dee76-a953-41aa-ab01-ca958edddfde,Flavia,Estrada,Flavia Estrada,flavia_estrada@hotmail.com,(88) 4726-0679,Feminino,Uauá,Bahia,Brasil,App,2019-05-07,23,9,9044.8,1292.1142857142856,25,2023-02-13,2026-02-03,100.0,0,0,1,1,0,0,118.0,4.0,2026-02-06 13:38:00,2,3.0,4.5,0.50000,2026-03-07,3,3,435.3333333333333,2025-01-10 22:28:47,0,0,2,Alto Valor,False
518d512e-4fc4-4270-ba11-5f235fee909b,Ingrid,Guimarães,Ingrid Guimarães,ingrid.guimaraes155@hotmail.com,(73) 0813-7212,Feminino,Cruz Alta,Rio Grande Do Sul,Brasil,Web,2022-11-10,43,8,7570.500000000001,1081.5000000000002,20,2023-02-19,2025-11-22,173.0,0,0,0,1,0,0,170.0,4.0,2023-07-07 02:22:00,4,3.0,6.5,0.75000,2025-02-27,9,9,343.125,2025-04-23 02:17:43,0,2,6,Alto Valor,False
f0522a09-cd2b-4fdc-b087-e227d3cff025,Sandra,Bessa,Sandra Bessa,sandra.bessa455@gmail.com,(79) 1897-0810,Feminino,Japaraíba,Minas Gerais,Brasil,App,2022-12-10,47,8,19418.579999999998,2427.3224999999998,24,2023-02-16,2026-02-13,90.0,0,0,0,0,0,0,,,,3,3.3333333333333335,6.0,0.66667,2025-03-20,10,10,283.77777777777777,2026-02-12 08:47:05,0,2,5,Alto Valor,True
745ec3b0-9a7e-4fb4-8be7-f40bae5a8842,Deivid,Silva,Deivid Silva,deivid_silva@gmail.com,(16) 8495-8981,Masculino,Guarulhos,São Paulo,Brasil,App,2021-12-14,25,4,10936.84,3645.6133333333332,12,2023-02-04,2024-09-21,600.0,0,0,0,0,0,0,,,,4,2.75,5.75,0.50000,2024-11-13,7,7,300.85714285714283,2026-03-25 16:53:19,0,0,5,Alto Valor,False
f4009558-7b39-4678-8a92-9994549ba2a5,Elaine,Luz,Elaine Luz,elaine.luz455@gmail.com,(84) 4480-3049,Feminino,Santo André,São Paulo,Brasil,Web,2023-07-03,61,10,7793.5599999999995,779.356,22,2024-03-14,2025-10-11,215.0,0,0,0,0,0,0,,,,3,3.6666666666666665,6.666666666666667,0.33333,2025-10-31,7,7,370.57142857142856,2025-10-04 20:13:23,0,1,3,Alto Valor,False
2b85d55e-1b48-4c86-835d-da7c0764ef8c,Rodrigo,Tavares,Rodrigo Tavares,rodrigo676@1.com,(84) 0364-0839,Masculino,Cabo De Santo Agostinho,Pernambuco,Brasil,Web,2018-08-25,25,6,1348.6499999999999,269.72999999999996,14,2023-06-20,2026-03-27,48.0,0,0,0,2,0,0,96.5,2.0,2026-03-26 19:21:00,1,5.0,10.0,1.00000,2026-03-27,10,10,312.0,2025-09-27 05:35:16,0,1,6,Medio Valor,True
5762c621-3bfc-4985-999d-366855bbdac3,Danilo,Zampieri,Danilo Zampieri,danilo.zampieri@yahoo.com,(88) 4898-0561,Masculino,Fonte Boa,Amazonas,Brasil,Web,2018-03-16,28,4,6585.36,1646.34,11,2024-02-26,2025-12-28,137.0,0,0,0,1,0,0,31.0,3.0,2024-02-09 05:21:00,3,4.0,8.333333333333334,1.00000,2025-12-13,12,12,368.1818181818182,2025-08-03 04:22:10,0,1,5,Alto Valor,False
97ffae81-835b-43ea-bfc6-56dcb7e0033b,Viviane,Yokoyama,Viviane Yokoyama,vyokoyama758@gmail.com,(84) 5150-2556,Feminino,São José Dos Campos,São Paulo,Brasil,Web,2020-01-02,19,4,1322.26,330.565,11,2023-02-14,2024-09-19,602.0,0,0,0,0,0,0,,,,3,4.0,9.0,1.00000,2024-10-30,6,6,137.16666666666666,2025-02-22 09:06:33,0,0,4,Medio Valor,False
43c77b8a-1c7f-4de4-ad57-ac9f43ec176c,Heloisa,Costa,Heloisa Costa,heloisa.costa@gmail.com,(96) 6609-6870,Feminino,Prado Ferreira,Paraná,Brasil,Web,2018-06-30,19,7,3896.3599999999997,649.3933333333333,26,2023-08-11,2026-02-09,94.0,0,0,0,1,0,0,219.0,4.0,2026-02-28 19:33:00,3,3.3333333333333335,6.333333333333333,0.66667,2026-03-19,8,8,215.0,2025-03-09 18:36:51,0,2,1,Alto Valor,False
ff166b7b-66cd-4ad3-9778-98148cc6bf05,Ivan,Ortiz,Ivan Ortiz,ivan.ortiz140@yahoo.com,(77) 4455-0022,Masculino,Canoinhas,Santa Catarina,Brasil,App,2019-04-30,58,5,18546.05,3709.21,19,2023-11-17,2024-11-24,536.0,0,0,0,2,0,0,163.0,4.0,2024-02-13 12:23:00,2,4.0,7.5,0.50000,2024-11-18,4,4,142.25,2026-01-18 19:11:01,0,1,3,Alto Valor,False
a8c59525-60a3-4eee-9651-dca08d540475,Sabrina,Quaresma,Sabrina Quaresma,squaresma398@gmail.com,(82) 5290-1626,Feminino,Juiz De Fora,Minas Gerais,Brasil,Web,2024-04-16,26,11,4044.22,404.42199999999997,23,2023-07-02,2026-05-23,-9.0,0,0,0,2,0,0,101.0,1.0,2024-08-22 14:27:00,9,4.0,7.111111111111111,0.66667,2026-06-18,4,4,385.6666666666667,2025-09-23 05:53:25,0,0,0,Alto Valor,True
0a4b5c54-0eca-4a68-8600-779f24cbdee7,Prisco,Henriques,Prisco Henriques,prisco176@1.com,(27) 9845-4996,Masculino,Belém,Pará,Brasil,App,2020-12-19,70,7,8909.38,1781.8759999999997,28,2023-02-25,2026-03-16,59.0,0,0,0,3,0,0,213.5,4.0,2026-03-30 11:30:00,3,3.6666666666666665,8.0,1.00000,2026-04-19,7,7,264.42857142857144,2025-06-27 16:21:18,0,1,4,Alto Valor,True
b5719b12-6536-483f-a34d-2ca3a0020cab,Duda,Queiroz,Duda Queiroz,duda.queiroz@yahoo.com,(89) 3175-9693,Feminino,Boca Da Mata,Alagoas,Brasil,Web,2023-05-02,35,8,3769.0899999999997,538.4414285714286,22,2024-06-17,2025-08-28,259.0,0,0,0,1,0,0,53.0,3.0,2025-08-11 02:17:00,2,2.5,3.0,0.00000,2025-05-05,2,2,186.5,2023-10-12 16:15:47,0,0,2,Alto Valor,False
129c4007-06f5-4f4d-ad80-b9ded6363f72,Nadia,Torres,Nadia Torres,ntorres973@hotmail.com,(75) 3611-7125,Feminino,Andradina,São Paulo,Brasil,Web,2022-06-02,44,7,912.44,182.488,22,2024-01-27,2025-08-02,285.0,0,0,0,1,0,0,232.0,5.0,2025-08-20 08:47:00,3,5.0,9.0,1.00000,2024-07-04,12,12,254.5,2026-01-21 17:36:51,0,2,5,Medio Valor,False
117b8630-2158-45e0-8094-d266db2d7af9,Tulio,Xisto,Tulio Xisto,tulio_xisto@gmail.com,(21) 6498-3883,Masculino,São Paulo,São Paulo,Brasil,Web,2022-07-11,27,8,5433.4,776.1999999999999,26,2023-12-04,2026-03-19,56.0,0,0,1,1,0,0,147.0,5.0,2026-03-14 22:07:00,3,3.0,4.666666666666667,0.33333,2026-04-06,5,5,112.6,2025-10-27 01:46:40,0,1,1,Alto Valor,True
6b1025a3-93fe-4ec7-b7c6-53d5c04f49d9,Benedito,Iglesias,Benedito Iglesias,benedito_iglesias@gmail.com,(14) 3488-5975,Masculino,Riachão,Maranhão,Brasil,Web,2021-10-24,48,4,4465.4800000000005,1116.3700000000001,9,2024-07-24,2025-11-09,186.0,0,0,1,1,0,0,206.0,3.0,2025-11-10 15:01:00,2,3.0,6.0,1.00000,2025-04-12,5,5,439.0,2025-05-19 18:27:46,0,0,3,Alto Valor,False
21d1f912-9348-47bd-9eae-ca9038d64613,Deivid,Coelho,Deivid Coelho,deivid.coelho@gmail.com,(89) 3763-1284,Masculino,Guararapes,São Paulo,Brasil,Web,2022-10-01,38,8,11191.710000000001,1398.9637500000001,23,2023-04-02,2025-09-17,239.0,0,0,0,0,0,0,,,,3,3.6666666666666665,8.333333333333334,1.00000,2025-07-01,16,16,646.1333333333333,2026-03-25 21:53:22,0,3,5,Alto Valor,False
6b8518aa-b974-46e5-8258-035e903b6f1e,Hector,Prado,Hector Prado,hprado563@gmail.com,(83) 8210-9297,Masculino,Rio De Janeiro,Rio De Janeiro,Brasil,Web,2018-05-22,28,10,11992.519999999999,1199.252,25,2023-08-20,2026-05-03,11.0,0,0,0,0,0,0,,,,6,3.8333333333333335,7.5,0.83333,2025-10-03,9,9,240.22222222222223,2025-12-02 15:06:07,0,1,4,Alto Valor,True
1a4a677a-2b54-4a0f-893b-d4de63999e98,Celso,Neves,Celso Neves,celso836@hotmail.com,(68) 0945-0054,Masculino,Pimenta Bueno,Rondônia,Brasil,App,2020-12-13,21,9,13344.420000000002,1668.0525000000002,27,2023-01-29,2025-11-14,181.0,0,0,1,0,0,0,,,,3,2.6666666666666665,3.3333333333333335,0.33333,2025-12-05,10,10,348.0,2026-03-08 04:17:25,0,1,6,Alto Valor,False
844bc19c-a476-484a-9627-7150d6851198,Patrick,Ramos,Patrick Ramos,pramos528@hotmail.com,(93) 5763-6371,Masculino,Nioaque,Mato Grosso Do Sul,Brasil,Web,2023-11-25,29,4,16509.02,4127.255,10,2024-05-07,2026-05-08,6.0,0,0,0,0,0,0,,,,0,,,,,3,3,257.3333333333333,2025-07-13 23:07:30,0,0,2,Alto Valor,True
e1a971b3-5382-4712-9fcf-4d7a79b4a3a0,Marcelo,Lopes,Marcelo Lopes,marcelo891@hotmail.com,(73) 2311-4371,Masculino,São Pedro Do Butiá,Rio Grande Do Sul,Brasil,Web,2019-06-14,29,5,17852.41,4463.1025,11,2023-03-18,2024-10-08,583.0,0,0,0,0,0,0,,,,2,4.0,9.5,1.00000,2024-10-08,7,7,382.6666666666667,2026-03-24 14:30:26,0,1,2,Alto Valor,False
24bebe2c-458a-4aa9-be9e-97bf49b8d223,Emanuel,Orozco,Emanuel Orozco,emanuel.orozco@yahoo.com,(85) 1415-4650,Masculino,Pirapozinho,São Paulo,Brasil,App,2020-03-25,30,6,6404.6,1280.92,10,2024-04-26,2026-02-05,98.0,0,0,1,2,0,0,211.5,3.5,2025-10-28 22:46:00,2,4.5,9.0,1.00000,2025-12-09,8,8,279.25,2025-03-16 06:09:42,0,1,3,Alto Valor,False
514cea23-82ef-4fec-9e26-e1188b55d8f8,Nicolas,Jesus,Nicolas Jesus,nicolas.jesus@yahoo.com,(86) 2593-4370,Masculino,Lambari,Minas Gerais,Brasil,Indicação,2021-03-26,50,5,684.76,136.952,14,2024-08-18,2026-04-06,38.0,0,0,0,0,0,0,,,,1,4.0,10.0,1.00000,2025-03-26,10,10,274.2,2025-06-22 06:16:13,0,0,6,Medio Valor,True
125e8a0b-5a38-45e7-817d-e16d2f692246,Wendeline,Tobias,Wendeline Tobias,wendeline421@gmail.com,(85) 1150-9755,Feminino,São Paulo,São Paulo,Brasil,Web,2018-08-29,49,5,13175.45,3293.8625,15,2023-10-31,2025-10-12,214.0,0,0,1,0,0,0,,,,1,5.0,8.0,1.00000,2025-09-26,9,9,768.25,2026-02-14 15:25:08,0,0,4,Alto Valor,False
a34abdce-ba73-547d-b937-82f0a70af3df,Thiago,Borges,Thiago Borges,thiago.borges800@email.com,(51) 93253-5461,Masculino,Belo Horizonte,Minas Gerais,Brasil,Web,2025-02-16,20,0,0.0,,0,,,,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Sem Compra,False
6ad6a6e0-061b-54b1-965e-529d44349180,Isaias,Fernandes,Isaias Fernandes,isaias.fernandes810@email.com,(41) 96957-6894,Masculino,Tangará Da Serra,Mato Grosso,Brasil,Web,2025-02-09,41,0,0.0,,0,,,,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Sem Compra,False
46f96471-c99c-5aa6-bf0c-366a2d976d1d,Wanessa,Nascimento,Wanessa Nascimento,wanessa626@email.com,(11) 98741-4008,Feminino,Uruaçu,Goiás,Brasil,Web,2025-10-31,33,0,0.0,,0,,,,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Sem Compra,False
c82fc864-6313-5cd0-8ea7-ecdb957aba2e,Bruno,Ferreira,Bruno Ferreira,bruno.ferreira@email.com,(61) 93250-5073,Masculino,Cruzeiro Do Sul,Rio Grande Do Sul,Brasil,App,2026-02-17,20,3,144.34,72.17,7,2026-02-21,2026-03-22,53.0,0,0,0,1,0,0,193.0,4.0,2026-03-11 21:04:00,2,3.0,4.0,0.50000,2026-04-13,0,0,,,0,0,0,Baixo Valor,True
18aa14cd-89f5-4aac-bac8-bf6ebf783b54,Fatima,Araújo,Fatima Araújo,fatima_araujo@gmail.com,(99) 2573-0879,Feminino,Aparecida De Goiânia,Goiás,Brasil,Web,2021-06-08,34,11,29651.629999999994,2965.1629999999996,36,2023-12-11,2025-11-25,170.0,0,0,2,0,0,0,,,,3,3.3333333333333335,7.333333333333333,0.33333,2025-12-04,12,12,261.4166666666667,2026-02-21 10:01:33,0,1,4,Alto Valor,False
fd0b9e27-d3db-44e7-8e0d-ba15011784cd,Cristina,Godoy,Cristina Godoy,cristina.godoy415@hotmail.com,(86) 1768-1944,Feminino,São José Da Lapa,Minas Gerais,Brasil,Indicação,2018-01-05,39,2,2721.5800000000004,1360.7900000000002,2,2025-07-17,2025-10-27,199.0,0,0,0,1,0,0,83.0,1.0,2025-10-13 21:52:00,1,4.0,7.0,1.00000,2025-08-08,3,3,1348.3333333333333,2024-08-20 23:24:12,0,1,1,Alto Valor,False
23062f47-e090-4285-8a81-6c224f69f20e,Ariane,Andrade,Ariane Andrade,ariane_andrade@hotmail.com,(83) 3760-8275,Feminino,São José De Ribamar,Maranhão,Brasil,Indicação,2020-06-16,21,3,13089.83,6544.915,11,2023-09-09,2025-09-05,251.0,0,0,1,1,0,0,63.0,2.0,2025-09-12 23:37:00,1,5.0,8.0,1.00000,2023-09-24,10,10,828.0,2026-01-15 17:02:33,0,2,6,Alto Valor,False
e13009c8-e2a4-439b-a526-abb1ee345cc2,Rafaela,Zimmermann,Rafaela Zimmermann,rafaela.zimmermann825@hotmail.com,(79) 2006-8862,Feminino,Juazeiro Do Norte,Ceará,Brasil,Indicação,2021-01-10,33,19,43538.479999999996,2721.1549999999997,52,2023-06-09,2026-04-08,36.0,0,0,1,3,0,0,148.33333333333334,5.0,2026-01-25 13:44:00,13,3.4615384615384617,6.230769230769231,0.61538,2026-05-25,18,18,300.29411764705884,2026-03-09 18:00:50,0,0,13,Alto Valor,True
